type,category,item_id,item_name_en,item_description_en,item_name_fr,item_description_fr
weapons,Weapons,Weapon_Spear_125,Forest Dweller's Spear,A Korok spear with a decayed tip. It's still full of vitality. Bursting materials attached to the spearhead can be reused again and again.,Lance des sylvains,"Malgré la corrosion de son fer, cette lance fabriquée par les Korogus déborde de vitalité. Attachez-y un élément réagissant à l'impact et il pourra être utilisé à volonté."
weapons,Weapons,Weapon_Spear_127,Zora Spear,A Zora spear with a decayed point. It's made of a water-resistant metal and yields a high attack power when it gets wet.,Lance zora,"Le fer de cette lance issue du savoir-faire zora est corrodé, mais le métal spécial qui la compose a la propriété d'infliger plus de dégâts quand il est mouillé."
weapons,Weapons,Weapon_Spear_129,Gerudo Spear,A Gerudo spear with a decayed blade that is designed to draw force to its tip. Attaching a material greatly enhances the material's power but doesn't add as much durability.,Trident gerudo,"Malgré la corrosion, ce trident aux pointes acérées exploite au maximum le potentiel du matériau qu'on y attache faute de gagner beaucoup en durabilité."
weapons,Weapons,Weapon_Spear_132,Feathered Spear,"A spear used by Rito soldiers, its point is now decayed. It still boasts quick attacks in midair, and it produces a strong wind.",Lance rémige,Cette lance dont se servent les soldats piafs est adaptée au combat aérien mais son fer est corrodé. Chacun de ses coups rapides produit une puissante bourrasque.
weapons,Weapons,Weapon_Spear_147,Royal Guard's Spear,"A prototype spear wielded by knights. It's made from a special metal with low durability, but which yields massive destructive power just before it breaks.",Hallebarde de garde royal,"Ce prototype destiné aux chevaliers hyliens est difficile à manier et manque de solidité, mais sa puissance d'attaque augmente lorsqu'il est sur le point de se briser."
weapons,Weapons,Weapon_Spear_161,Magic Staff,"A long rod with a bit of magic, it's said to have been wielded by an ancient magician who awoke the latent power of gems.",Longue baguette magique,Cette baguette dont semble sourdre un étrange pouvoir magique aurait appartenu à un mage qui s'en servait pour éveiller le pouvoir latent des gemmes.
weapons,Weapons,Weapon_Spear_163,Strong Zonaite Spear,A tough spear used by the Zonai. It is highly durable. It resonates with attached Zonai devices to increase some of its attack power.,Lance de sonium robuste,Cette solide lance était autrefois utilisée par les Soneaus. Attachez-lui un matériau ou artéfact soneau et son attaque augmentera plus qu'avec d'autres matériaux.
weapons,Weapons,Weapon_Spear_164,Mighty Zonaite Spear,A powerful Zonai spear made of zonaite. It resonates with attached Zonai devices to greatly increase its attack power.,Lance de sonium surpuissante,Cette puissante lance était utilisée par les Soneaus. Attachez-lui un matériau ou artéfact soneau et son attaque augmentera beaucoup plus qu'avec d'autres matériaux.
weapons,Weapons,Weapon_Spear_166,Gloom Spear,A spear whose ominous appearance strikes fear into hearts. It is said to cost its bearer a part of their soul because its gloom will gradually wear down the body of its wielder.,Hallebarde miasmatique,La simple vue de cette lance capable de transpercer les âmes insuffle une indicible angoisse. Le corps de son porteur est progressivement rongé par des miasmes.
weapons,Weapons,Weapon_Spear_168,Long Stick,A long stick fashioned from a tree branch. Its straight shape makes it work well as a lunging weapon.,Long bâton,La longueur de ce bâton bien droit permet de frapper un ennemi tout en gardant ses distances.
weapons,Weapons,Weapon_Spear_173,Throwing Spear,"A spear for throwing with a decayed tip. Lost its sharpness, but kept the balance perfect for throwing, enabling you to throw it very far.",Javelot,"Bien que la corrosion ait émoussé la pointe de ce javelot, il est resté parfaitement équilibré et peut être lancé à grande distance."
weapons,Weapons,Weapon_Sword_001,Traveler's Sword,A very common sword often kept by travelers to fend off small beasts. It's fairly durable but a bit unreliable against monsters.,Épée de voyageur,"Cette épée est souvent utilisée en Hyrule pour se défendre contre les animaux sauvages. Peu solide, sa lame n'est pas très utile contre les monstres, malheureusement."
weapons,Weapons,Weapon_Sword_002,Soldier's Broadsword,A sword brandished by soldiers who once protected Hyrule Castle. Its blade is well tuned for slaying monsters as it enables quicker charged attacks.,Épée de soldat,Les soldats du château d'Hyrule se servent de cette épée au bon tranchant pour affronter les monstres. Elle permet d'effectuer des attaques chargées plus rapidement.
weapons,Weapons,Weapon_Sword_003,Knight's Broadsword,Knights of Hyrule Castle once carried this sword. It can yield powerful attacks when you're down to your last heart.,Épée de chevalier,"Arme de prédilection des chevaliers du château d'Hyrule, cette épée a la particularité d'augmenter votre puissance d'attaque quand il ne vous reste plus qu'un seul cœur."
weapons,Weapons,Weapon_Sword_019,Bokoblin Arm,"A skeletal arm that keeps moving even after it’s severed from its body. It's kind of gross to strap it to your back, but it'll do in a pinch. It's old and fragile, so it's quick to break.",Os de Bokoblin,"Ce bras squelettique peu ragoûtant bouge encore, même séparé du reste de son corps. Qui aurait envie de garder un truc aussi vieux et fragile dans sa sacoche ?"
weapons,Weapons,Weapon_Sword_020,Lizalfos Arm,"The arm of a Stalizalfos that continues to struggle even in death. It can be used as a weapon, but it's very brittle. You can feel it wiggling when you strap it to your back...",Os de Lézalfos,"Ces os vigoureux que vous avez trouvés sur un Stalézalfos mort peuvent servir d'arme, mais ils restent fragiles. Portés dans le dos, leurs mouvements donnent des frissons..."
weapons,Weapons,Weapon_Sword_021,Rusty Broadsword,This once-fearsome sword has seen better days. It can do some damage in the right hands but also breaks quickly.,Épée rouillée,"Cette vieille épée rongée par la rouille a probablement appartenu à un très ancien bretteur de grand renom. Elle peut encore servir, mais se brisera très rapidement."
weapons,Weapons,Weapon_Sword_022,Soup Ladle,"A kitchen implement often used for serving delicious soups. It was carved from the wood of a sturdy tree, so it actually packs quite the wallop.",Louche,"Cet ustensile, qui sert aussi bien à servir la soupe qu'à cuisiner, a été taillé dans un bois très solide, ce qui peut faire assez mal quand il est utilisé en tant qu'arme."
weapons,Weapons,Weapon_Sword_024,Royal Broadsword,The Hyrulean royal family would award this sword to knights who achieved remarkable feats. It increases the power of flurry rush during a perfect dodge.,Épée royale,"Cadeau de la famille royale aux chevaliers s'étant distingués, cette puissante épée permet d'effectuer une contre-attaque puissante après une esquive optimale."
weapons,Weapons,Weapon_Sword_025,Forest Dweller's Sword,"Koroks crafted this wooden sword for Hylians. It might not be the best choice for head-on attacks, but bursting materials attached to the tip can be reused again and again.",Épée des sylvains,"Fabriquée pour les humains par les Korogus, cette épée sert surtout à se défendre, mais attachez-y un élément réagissant à l'impact et il pourra être utilisé à volonté."
weapons,Weapons,Weapon_Sword_027,Zora Sword,A unique sword with a thin blade of Zora design that yields high attack power when wet. This blade takes to water like a Zora.,Épée zora,Cette fine lame travaillée a été forgée dans un métal spécial qui inflige plus de dégâts quand il est mouillé. On en dit par plaisanterie qu'il renforce les coups d'épée dans l'eau.
weapons,Weapons,Weapon_Sword_029,Gerudo Scimitar,The most commonly used sword in the Gerudo region. Attaching a material greatly enhances the material's power but doesn't add as much durability.,Cimeterre gerudo,"Très populaire auprès des Gerudos, ce cimeterre exploite au maximum le potentiel du matériau qu'on y attache faute de gagner beaucoup en durabilité."
weapons,Weapons,Weapon_Sword_031,Feathered Edge,"Rito craftsmen forged this lightweight, double-edged sword so Rito warriors could maneuver quickly in midair. Swinging it produces a strong wind.",Lame rémige,Cette épée piaf au double tranchant a été allégée pour permettre des mouvements rapides dans les airs. Elle produit de puissantes bourrasques.
weapons,Weapons,Weapon_Sword_041,Eightfold Blade,A single-edged sword traditional to the Sheikah tribe. It just may be among the sharpest conventional weapons ever made. It can yield more powerful sneakstrikes.,Petit sabre de la défiance,Cette épée sheikah à la lame fine et au tranchant unique aurait été forgée selon des technologies antiques. Elle permet de délivrer des attaques surprises dévastatrices.
weapons,Weapons,Weapon_Sword_043,Torch,"This torch will stay lit once ignited, but if you put it away, the flame will be extinguished until you light it again.",Torche,"Allumez cette torche pour qu'elle brûle sans s'arrêter, ou tout du moins, jusqu'à ce que vous la rangiez dans votre sacoche."
weapons,Weapons,Weapon_Sword_044,Tree Branch,"Wooden branches such as this are pretty common, but it's surprisingly well-balanced. It doesn't do much damage but can serve as a weapon in a pinch.",Branche d'arbre,"On peut trouver partout des branches d'arbre comme celle-ci. Elle est très agréable à manier, et peut tout à fait servir d'arme une fois équipée."
weapons,Weapons,Weapon_Sword_047,Royal Guard's Sword,"A weapon made by the Sheikah using ancient technology. Its low durability is a downside, but it yields massive destructive power just before it breaks.",Épée de garde royal,"Fleuron de la technologie sheikah, cette arme manque de solidité, mais sa puissance d'attaque augmente lorsqu'elle est sur le point de se briser."
weapons,Weapons,Weapon_Sword_051,Boomerang,This throwing weapon was originally used by the forest-dwelling Koroks. Its unique shape allows it to return after being thrown.,Boomerang,"Il semblerait que la forme singulière de cette arme conçue par les Korogus, le peuple de la forêt, lui permette de revenir vers son porteur après avoir été lancée."
weapons,Weapons,Weapon_Sword_052,Scimitar of the Seven,"A famous sword once beloved by the Gerudo Champion Urbosa. It is said that when Urbosa swung this sword in battle, her movements resembled a beautiful dance.",Cimeterre des sept joyaux,"Cette épée d'excellente facture était l'arme favorite du Prodige Urbosa. Lorsqu'elle la maniait, ses mouvements prenaient alors toute la grâce de la danse."
weapons,Weapons,Weapon_Sword_057,White Sword of the Sky,"A sword said to have once belonged to a hero from the sky. Its beautiful white blade stands out. When it's wielded, a strange yet heavenly breeze kicks up around you.",Blanche épée céleste,"Manier l'épée du Héros venu du ciel à la lame d'une blancheur éclatante vous enveloppe d'un sentiment étrange, et vous sentez souffler sur vous un vent céleste."
